PERIODO,NOMBRE_FACULTAD,NOMBRE_PROGRAMA,JORNADA,MODALIDAD,NOMBRE_SEDE,TIPO_IDEN_EST,FECHA_NACIMIENTO,GENERO,ESTRATO,NOMBRE_ESTADO,ORIGEN_GEOGRAFICO,LUGAR_EXPEDICION,tipo_desercion,edad
SEGUNDO SEMESTRE DE 2023,INGENIERIA,ESPECIALIZACION EN GESTION AVANZADA DEL RIESGO DE DESASTRES,Diurna,Presencial,TUNJA,C.C.,1993-09-24,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,BOGOTÁ D.C.,TUNJA,LIT. A,31
SEGUNDO SEMESTRE DE 2023,INGENIERIA,ESPECIALIZACION EN GESTION AVANZADA DEL RIESGO DE DESASTRES,Diurna,Presencial,TUNJA,C.C.,1985-07-03,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,BOGOTÁ D.C.,CÚCUTA,LIT. A,39
SEGUNDO SEMESTRE DE 2023,INGENIERIA,ESPECIALIZACION EN GESTION AVANZADA DEL RIESGO DE DESASTRES,Diurna,Presencial,TUNJA,C.C.,2000-09-07,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SANTA ROSA DE VITERBO,TUNJA,LIT. A,24
SEGUNDO SEMESTRE DE 2023,INGENIERIA,ESPECIALIZACION EN GESTION AVANZADA DEL RIESGO DE DESASTRES,Diurna,Presencial,TUNJA,C.C.,1999-08-19,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,VÉLEZ,TUNJA,LIT. A,25
SEGUNDO SEMESTRE DE 2023,INGENIERIA,ESPECIALIZACION EN GESTION AVANZADA DEL RIESGO DE DESASTRES,Diurna,Presencial,TUNJA,C.C.,1981-01-02,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOGAMOSO,SOGAMOSO,LIT. A,43
SEGUNDO SEMESTRE DE 2023,INGENIERIA,ESPECIALIZACION EN GESTION AVANZADA DEL RIESGO DE DESASTRES,Diurna,Presencial,TUNJA,C.C.,1997-07-12,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOGAMOSO,SOGAMOSO,LIT. A,27
SEGUNDO SEMESTRE DE 2023,INGENIERIA,MAESTRIA EN METALURGIA Y CIENCIAS DE LOS MATERIALES,Diurna,Presencial,TUNJA,C.C.,1998-08-26,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,BOGOTA D.E,SOGAMOSO,LIT. A,26
SEGUNDO SEMESTRE DE 2023,INGENIERIA,MAESTRIA EN METALURGIA Y CIENCIAS DE LOS MATERIALES,Diurna,Presencial,TUNJA,C.C.,1990-06-25,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,DUITAMA,DUITAMA,LIT. A,34
SEGUNDO SEMESTRE DE 2023,INGENIERIA,MAESTRIA EN INGENIERIA AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,1991-10-25,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.B.,CAQUEZA,BOGOTA D.E,LIT. B,33
SEGUNDO SEMESTRE DE 2023,INGENIERIA,MAESTRIA EN GEOTECNIA,Diurna,Presencial,TUNJA,C.C.,1987-10-21,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. A,37
SEGUNDO SEMESTRE DE 2023,INGENIERIA,DOCTORADO EN INGENIERIA Y CIENCIA DE LOS MATERIALES,Diurna,Presencial,TUNJA,C.C.,1982-01-29,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.B.,TUNJA,DUITAMA,LIT. B,42
SEGUNDO SEMESTRE DE 2023,INGENIERIA,DOCTORADO EN INGENIERIA Y CIENCIA DE LOS MATERIALES,Diurna,Presencial,TUNJA,C.C.,1984-08-02,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.B.,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. B,40
SEGUNDO SEMESTRE DE 2023,INGENIERIA,MAESTRIA EN GERENCIA DE PROYECTOS DE CONSTRUCCION,Extendida,Presencial,TUNJA,C.C.,1990-07-22,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.B.,SOCHA,DUITAMA,LIT. B,34
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,CHIQUINQUIRA,T.I.,2006-04-15,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. B,18
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,CHIQUINQUIRA,T.I.,2004-07-02,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,PUERTO LÓPEZ,CHIQUINQUIRÁ,LIT. E,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,CHIQUINQUIRA,C.C.,2003-11-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,OTANCHE,CHIQUINQUIRÁ,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,Nocturna,Presencial,CHIQUINQUIRA,C.C.,2002-02-23,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,SIMIJACA,CHIQUINQUIRÁ,LIT. D,22
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,Nocturna,Presencial,CHIQUINQUIRA,C.C.,1997-05-20,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. E,27
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,Nocturna,Presencial,CHIQUINQUIRA,T.I.,2004-01-16,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,BUENAVISTA,BUENAVISTA,LIT. D,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,Nocturna,Presencial,CHIQUINQUIRA,C.C.,2000-11-12,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. E,24
SEGUNDO SEMESTRE DE 2023,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,Nocturna,Presencial,CHIQUINQUIRA,C.C.,1997-04-01,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,27
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,LICENCIATURA EN TECNOLOGIA,Diurna,Presencial,DUITAMA,C.C.,1999-11-14,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,DUITAMA,LIT. C,25
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,T.I.,2005-05-25,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,19
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,T.I.,2005-08-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,19
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,C.C.,2003-10-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SANTA ROSA DE VITERBO,PAZ DE RÍO,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,T.I.,2004-08-09,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,T.I.,2006-06-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTÁ D.C.,DUITAMA,LIT. D,18
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,C.C.,2001-09-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,C.C.,2000-03-28,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,MUZO,CHIQUINQUIRÁ,LIT. E,24
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,Diurna,Presencial,DUITAMA,C.C.,2003-08-16,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHAPARRAL,JERICÓ,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,ADMINISTRACION TURISTICA Y HOTELERA,Diurna,Presencial,DUITAMA,C.C.,2003-10-02,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,Diurna,Presencial,DUITAMA,C.C.,2003-04-04,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,Diurna,Presencial,DUITAMA,C.C.,2002-10-02,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TIBASOSA,LIT. C,22
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,Diurna,Presencial,DUITAMA,C.C.,2000-08-05,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,24
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,ADMINISTRACION INDUSTRIAL,Diurna,Presencial,DUITAMA,C.C.,1998-11-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,26
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,Diurna,Presencial,DUITAMA,C.C.,1995-08-26,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,29
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,Diurna,Presencial,DUITAMA,C.C.,1988-09-13,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,36
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,Diurna,Presencial,DUITAMA,C.C.,1996-07-10,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,DUITAMA,LIT. E,28
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,Diurna,Presencial,DUITAMA,T.I.,2006-04-13,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,SOGAMOSO,LIT. C,18
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,Diurna,Presencial,DUITAMA,T.I.,2004-10-28,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,PAIPA,PAIPA,LIT. E,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,Diurna,Presencial,DUITAMA,C.C.,1994-01-19,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BELÉN,BELÉN,LIT. E,30
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,C.C.,2005-04-19,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,DUITAMA,LIT. D,19
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,T.I.,2004-02-13,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,DUITAMA,LIT. C,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,DUITAMA,T.I.,2004-10-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TIBASOSA,SOGAMOSO,LIT. D,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,ESPECIALIZACION EN INFORMATICA PARA LA DOCENCIA,Diurna,Presencial,DUITAMA,C.C.,1969-01-02,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOGAMOSO,DUITAMA,LIT. A,55
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,MAESTRIA EN ENERGIAS RENOVABLES,Extendida,Presencial,DUITAMA,C.C.,1980-06-15,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,CORRALES,SOGAMOSO,LIT. A,44
SEGUNDO SEMESTRE DE 2023,SECCIONAL DUITAMA,MAESTRIA EN ENERGIAS RENOVABLES,Extendida,Presencial,DUITAMA,C.C.,1982-08-05,F,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TUNJA,TUNJA,LIT. A,42
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2001-06-04,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,SOGAMOSO,LIT. B,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,1999-08-09,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,25
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,T.I.,2004-10-16,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,GAMEZA,LIT. E,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,1996-10-10,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,SOGAMOSO,LIT. D,28
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2002-12-30,M,2,PERDIO CUPO A130/98 ART. 80 LIT. A,SOGAMOSO,SOGAMOSO,LIT. A,22
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,2001-02-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,1997-09-06,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,YOPAL,LIT. E,27
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,T.I.,2003-02-22,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,SOGAMOSO,C.C.,1995-10-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,29
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,2003-12-12,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,2001-02-14,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,PISBA,SOGAMOSO,LIT. E,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,2004-08-24,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,AQUITANIA,NOBSA,LIT. B,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,2004-03-20,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,SOCHA,LIT. C,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,2003-11-29,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,AGUAZUL,LIT. B,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,C.C.,1995-11-02,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. E,29
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA GEOLOGICA,Diurna,Presencial,SOGAMOSO,T.I.,2005-03-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. C,19
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA DE MINAS,Diurna,Presencial,SOGAMOSO,C.C.,1998-09-04,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,26
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA DE MINAS,Diurna,Presencial,SOGAMOSO,C.C.,2001-10-05,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,QUÍPAMA,QUÍPAMA,LIT. D,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA DE MINAS,Diurna,Presencial,SOGAMOSO,C.C.,2004-09-11,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,T.I.,2003-07-27,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1986-06-11,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,38
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1996-12-22,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,28
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,2000-08-30,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,24
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,2003-06-05,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1993-09-27,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,AGUA DE DIOS,IZA,LIT. E,31
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1996-08-08,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TIBASOSA,TIBASOSA,LIT. E,28
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2001-08-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2002-10-24,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTA D.E,SOGAMOSO,LIT. D,22
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,1999-10-31,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,PAZ DE RÍO,DUITAMA,LIT. E,25
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,T.I.,2004-08-15,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,1997-11-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,27
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2003-06-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,21
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,T.I.,2006-02-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,18
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,1998-02-22,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,26
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2001-05-17,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,FIRAVITOBA,LIT. D,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2004-04-07,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,AQUITANIA,LIT. B,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,1999-10-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,25
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,TUNJA,C.C.,2004-12-02,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SUAITA,TUNJA,LIT. C,20
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,TUNJA,T.I.,2002-07-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,RAMIRIQUÍ,LIT. C,22
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,TUNJA,C.C.,2002-07-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,NUEVO COLÓN,LIT. C,22
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,TUNJA,C.C.,2001-04-14,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,VILLA DE LEYVA,VILLA DE LEIVA,LIT. C,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,Diurna,Presencial,TUNJA,C.C.,2001-06-01,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SIACHOQUE,SIACHOQUE,LIT. E,23
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,Extendida,Presencial,SOGAMOSO,C.C.,2000-12-11,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,24
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y OPERACIONES,Otra,Presencial,SOGAMOSO,C.C.,1984-10-20,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,NOBSA,SOGAMOSO,LIT. A,40
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y OPERACIONES,Otra,Presencial,SOGAMOSO,C.C.,1994-12-28,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOGAMOSO,SOGAMOSO,LIT. A,30
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,MAESTRIA EN CIENCIAS DE LA TIERRA,Otra,Presencial,SOGAMOSO,C.C.,1995-02-21,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,DUITAMA,DUITAMA,LIT. A,29
SEGUNDO SEMESTRE DE 2023,SECCIONAL SOGAMOSO,MAESTRIA EN LOGISTICA,Extendida,Presencial,SOGAMOSO,C.C.,1980-05-18,M,SIN INFORMACION,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOGAMOSO,SOGAMOSO,LIT. A,44
PRIMER SEMESTRE DE 2024,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,1997-10-31,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,PAZ DE ARIPORO,PAZ DE ARIPORO,LIT. B,27
PRIMER SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,1998-11-15,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,CAJICÁ,SAN GIL,LIT. B,26
PRIMER SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,2003-06-03,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,TAURAMENA,TAURAMENA,LIT. E,21
